datetime,patch,sw_in_W_m2,cas_temp_K,gpp_umol_m2_s,le_W_m2,soil_temp_top_K,leaf_temp_K
2024-07-05 21:15:00,2, 3.839009E+02, 3.008649E+02, 0.000000E+00, 1.069395E+01, 3.164148E+02, 0.000000E+00
2024-07-05 21:45:00,2, 3.313344E+02, 3.008704E+02, 0.000000E+00, 8.396164E+00, 3.154268E+02, 0.000000E+00
2024-07-05 22:15:00,2, 2.362634E+02, 3.006313E+02, 0.000000E+00, 2.725008E+00, 3.139025E+02, 0.000000E+00
2024-07-05 22:45:00,2, 1.873422E+02, 3.001393E+02, 0.000000E+00,-4.717482E+00, 3.124823E+02, 0.000000E+00
2024-07-05 23:15:00,2, 7.946260E+01, 2.997099E+02, 0.000000E+00,-3.794429E+00, 3.105619E+02, 0.000000E+00
2024-07-05 23:45:00,2, 5.089182E+01, 2.993609E+02, 0.000000E+00,-1.956878E-01, 3.090102E+02, 0.000000E+00
2024-07-05 00:15:00,3, 1.765397E+01, 2.892424E+02, 0.000000E+00,-3.012853E+01, 2.888194E+02, 0.000000E+00
2024-07-05 00:45:00,3, 0.000000E+00, 2.903230E+02, 0.000000E+00,-2.702391E+01, 2.890743E+02, 0.000000E+00
2024-07-05 01:15:00,3, 0.000000E+00, 2.912492E+02, 0.000000E+00,-2.417136E+01, 2.892347E+02, 0.000000E+00
2024-07-05 01:45:00,3, 0.000000E+00, 2.920256E+02, 0.000000E+00,-2.155301E+01, 2.893713E+02, 0.000000E+00
2024-07-05 02:15:00,3, 0.000000E+00, 2.926747E+02, 0.000000E+00,-1.914407E+01, 2.894906E+02, 0.000000E+00
2024-07-05 02:45:00,3, 0.000000E+00, 2.932174E+02, 0.000000E+00,-1.693222E+01, 2.895953E+02, 0.000000E+00
2024-07-05 03:15:00,3, 0.000000E+00, 2.936621E+02, 0.000000E+00,-1.494457E+01, 2.896894E+02, 0.000000E+00
2024-07-05 03:45:00,3, 0.000000E+00, 2.940183E+02, 0.000000E+00,-1.317447E+01, 2.897752E+02, 0.000000E+00
2024-07-05 04:15:00,3, 0.000000E+00, 2.942950E+02, 0.000000E+00,-1.149662E+01, 2.898502E+02, 0.000000E+00
2024-07-05 04:45:00,3, 0.000000E+00, 2.945006E+02, 0.000000E+00,-9.908460E+00, 2.899126E+02, 0.000000E+00
2024-07-05 05:15:00,3, 0.000000E+00, 2.946406E+02, 0.000000E+00,-8.431960E+00, 2.899686E+02, 0.000000E+00
2024-07-05 05:45:00,3, 0.000000E+00, 2.947195E+02, 0.000000E+00,-7.062005E+00, 2.900218E+02, 0.000000E+00
2024-07-05 06:15:00,3, 0.000000E+00, 2.947822E+02, 0.000000E+00,-5.989690E+00, 2.900676E+02, 0.000000E+00
2024-07-05 06:45:00,3, 0.000000E+00, 2.948683E+02, 0.000000E+00,-5.306804E+00, 2.901636E+02, 0.000000E+00
2024-07-05 07:15:00,3, 0.000000E+00, 2.949615E+02, 0.000000E+00,-4.144279E+00, 2.900844E+02, 0.000000E+00
2024-07-05 07:45:00,3, 0.000000E+00, 2.950411E+02, 0.000000E+00,-2.509958E+00, 2.905906E+02, 0.000000E+00
2024-07-05 08:15:00,3, 0.000000E+00, 2.950523E+02, 0.000000E+00,-1.043335E+00, 2.911917E+02, 0.000000E+00
2024-07-05 08:45:00,3, 0.000000E+00, 2.948987E+02, 0.000000E+00, 6.894795E-01, 2.911716E+02, 0.000000E+00
2024-07-05 09:15:00,3, 0.000000E+00, 2.945454E+02, 0.000000E+00, 2.310466E+00, 2.910504E+02, 0.000000E+00
2024-07-05 09:45:00,3, 0.000000E+00, 2.942539E+02, 0.000000E+00, 2.330633E+00, 2.909295E+02, 0.000000E+00
2024-07-05 10:15:00,3, 3.227350E+01, 2.941952E+02, 0.000000E+00, 1.040483E-01, 2.910714E+02, 0.000000E+00
2024-07-05 10:45:00,3, 6.133458E+01, 2.942606E+02, 0.000000E+00,-1.854264E+00, 2.918080E+02, 0.000000E+00
2024-07-05 11:15:00,3, 1.049643E+02, 2.944033E+02, 0.000000E+00,-4.346720E+00, 2.929272E+02, 0.000000E+00
2024-07-05 11:45:00,3, 1.389550E+02, 2.946075E+02, 0.000000E+00,-7.308779E+00, 2.942371E+02, 0.000000E+00
2024-07-05 12:15:00,3, 1.566392E+02, 2.948403E+02, 0.000000E+00,-7.005598E+00, 2.954223E+02, 0.000000E+00
2024-07-05 12:45:00,3, 1.858067E+02, 2.951005E+02, 0.000000E+00,-4.170325E+00, 2.962699E+02, 0.000000E+00
2024-07-05 13:15:00,3, 1.834358E+02, 2.953759E+02, 0.000000E+00,-2.425896E+00, 2.968422E+02, 0.000000E+00
2024-07-05 13:45:00,3, 2.053104E+02, 2.956533E+02, 0.000000E+00,-1.586771E+00, 2.975718E+02, 0.000000E+00
2024-07-05 14:15:00,3, 3.680365E+02, 2.959663E+02, 0.000000E+00,-3.088453E-01, 2.997288E+02, 0.000000E+00
2024-07-05 14:45:00,3, 3.961379E+02, 2.963565E+02, 0.000000E+00, 1.335540E+00, 3.015547E+02, 0.000000E+00
2024-07-05 15:15:00,3, 3.814378E+02, 2.967677E+02, 0.000000E+00, 1.967668E+00, 3.028326E+02, 0.000000E+00
2024-07-05 15:45:00,3, 3.982609E+02, 2.971455E+02, 0.000000E+00, 1.786235E+00, 3.042013E+02, 0.000000E+00
2024-07-05 16:15:00,3, 4.807068E+02, 2.975166E+02, 0.000000E+00, 1.408817E+00, 3.061065E+02, 0.000000E+00
2024-07-05 16:45:00,3, 4.888581E+02, 2.978826E+02, 0.000000E+00, 9.390144E-01, 3.081493E+02, 0.000000E+00
2024-07-05 17:15:00,3, 5.687982E+02, 2.982981E+02, 0.000000E+00, 2.518408E+00, 3.108062E+02, 0.000000E+00
2024-07-05 17:45:00,3, 5.642048E+02, 2.988016E+02, 0.000000E+00, 6.165232E+00, 3.133621E+02, 0.000000E+00
2024-07-05 18:15:00,3, 5.611640E+02, 2.993487E+02, 0.000000E+00, 9.575601E+00, 3.151251E+02, 0.000000E+00
2024-07-05 18:45:00,3, 5.425645E+02, 2.997836E+02, 0.000000E+00, 1.038993E+01, 3.155791E+02, 0.000000E+00
2024-07-05 19:15:00,3, 6.490780E+02, 3.001435E+02, 0.000000E+00, 1.116934E+01, 3.169117E+02, 0.000000E+00
2024-07-05 19:45:00,3, 6.098544E+02, 3.005131E+02, 0.000000E+00, 1.271128E+01, 3.181994E+02, 0.000000E+00
2024-07-05 20:15:00,3, 4.666407E+02, 3.007200E+02, 0.000000E+00, 1.704896E+01, 3.180759E+02, 0.000000E+00
2024-07-05 20:45:00,3, 4.232227E+02, 3.008050E+02, 0.000000E+00, 1.411680E+01, 3.172811E+02, 0.000000E+00
2024-07-05 21:15:00,3, 3.839009E+02, 3.008649E+02, 0.000000E+00, 1.069395E+01, 3.164148E+02, 0.000000E+00
2024-07-05 21:45:00,3, 3.313344E+02, 3.008704E+02, 0.000000E+00, 8.396164E+00, 3.154268E+02, 0.000000E+00
2024-07-05 22:15:00,3, 2.362634E+02, 3.006313E+02, 0.000000E+00, 2.725008E+00, 3.139025E+02, 0.000000E+00
2024-07-05 22:45:00,3, 1.873422E+02, 3.001393E+02, 0.000000E+00,-4.717482E+00, 3.124823E+02, 0.000000E+00
2024-07-05 23:15:00,3, 7.946260E+01, 2.997099E+02, 0.000000E+00,-3.794429E+00, 3.105619E+02, 0.000000E+00
2024-07-05 23:45:00,3, 5.089182E+01, 2.993609E+02, 0.000000E+00,-1.956878E-01, 3.090102E+02, 0.000000E+00
2024-07-05 00:15:00,4, 1.765397E+01, 2.892424E+02, 0.000000E+00,-3.012853E+01, 2.888194E+02, 0.000000E+00
2024-07-05 00:45:00,4, 0.000000E+00, 2.903230E+02, 0.000000E+00,-2.702391E+01, 2.890743E+02, 0.000000E+00
2024-07-05 01:15:00,4, 0.000000E+00, 2.912492E+02, 0.000000E+00,-2.417136E+01, 2.892347E+02, 0.000000E+00
2024-07-05 01:45:00,4, 0.000000E+00, 2.920256E+02, 0.000000E+00,-2.155301E+01, 2.893713E+02, 0.000000E+00
2024-07-05 02:15:00,4, 0.000000E+00, 2.926747E+02, 0.000000E+00,-1.914407E+01, 2.894906E+02, 0.000000E+00
2024-07-05 02:45:00,4, 0.000000E+00, 2.932174E+02, 0.000000E+00,-1.693222E+01, 2.895953E+02, 0.000000E+00
2024-07-05 03:15:00,4, 0.000000E+00, 2.936621E+02, 0.000000E+00,-1.494457E+01, 2.896894E+02, 0.000000E+00
2024-07-05 03:45:00,4, 0.000000E+00, 2.940183E+02, 0.000000E+00,-1.317447E+01, 2.897752E+02, 0.000000E+00
2024-07-05 04:15:00,4, 0.000000E+00, 2.942950E+02, 0.000000E+00,-1.149662E+01, 2.898502E+02, 0.000000E+00
2024-07-05 04:45:00,4, 0.000000E+00, 2.945006E+02, 0.000000E+00,-9.908460E+00, 2.899126E+02, 0.000000E+00
2024-07-05 05:15:00,4, 0.000000E+00, 2.946406E+02, 0.000000E+00,-8.431960E+00, 2.899686E+02, 0.000000E+00
2024-07-05 05:45:00,4, 0.000000E+00, 2.947195E+02, 0.000000E+00,-7.062005E+00, 2.900218E+02, 0.000000E+00
2024-07-05 06:15:00,4, 0.000000E+00, 2.947822E+02, 0.000000E+00,-5.989690E+00, 2.900676E+02, 0.000000E+00
2024-07-05 06:45:00,4, 0.000000E+00, 2.948683E+02, 0.000000E+00,-5.306804E+00, 2.901636E+02, 0.000000E+00
2024-07-05 07:15:00,4, 0.000000E+00, 2.949615E+02, 0.000000E+00,-4.144279E+00, 2.900844E+02, 0.000000E+00
2024-07-05 07:45:00,4, 0.000000E+00, 2.950411E+02, 0.000000E+00,-2.509958E+00, 2.905906E+02, 0.000000E+00
2024-07-05 08:15:00,4, 0.000000E+00, 2.950523E+02, 0.000000E+00,-1.043335E+00, 2.911917E+02, 0.000000E+00
2024-07-05 08:45:00,4, 0.000000E+00, 2.948987E+02, 0.000000E+00, 6.894795E-01, 2.911716E+02, 0.000000E+00
2024-07-05 09:15:00,4, 0.000000E+00, 2.945454E+02, 0.000000E+00, 2.310466E+00, 2.910504E+02, 0.000000E+00
2024-07-05 09:45:00,4, 0.000000E+00, 2.942539E+02, 0.000000E+00, 2.330633E+00, 2.909295E+02, 0.000000E+00
2024-07-05 10:15:00,4, 3.227350E+01, 2.941952E+02, 0.000000E+00, 1.040483E-01, 2.910714E+02, 0.000000E+00
2024-07-05 10:45:00,4, 6.133458E+01, 2.942606E+02, 0.000000E+00,-1.854264E+00, 2.918080E+02, 0.000000E+00
2024-07-05 11:15:00,4, 1.049643E+02, 2.944033E+02, 0.000000E+00,-4.346720E+00, 2.929272E+02, 0.000000E+00
2024-07-05 11:45:00,4, 1.389550E+02, 2.946075E+02, 0.000000E+00,-7.308779E+00, 2.942371E+02, 0.000000E+00
2024-07-05 12:15:00,4, 1.566392E+02, 2.948403E+02, 0.000000E+00,-7.005598E+00, 2.954223E+02, 0.000000E+00
2024-07-05 12:45:00,4, 1.858067E+02, 2.951005E+02, 0.000000E+00,-4.170325E+00, 2.962699E+02, 0.000000E+00
2024-07-05 13:15:00,4, 1.834358E+02, 2.953759E+02, 0.000000E+00,-2.425896E+00, 2.968422E+02, 0.000000E+00
2024-07-05 13:45:00,4, 2.053104E+02, 2.956533E+02, 0.000000E+00,-1.586771E+00, 2.975718E+02, 0.000000E+00
2024-07-05 14:15:00,4, 3.680365E+02, 2.959663E+02, 0.000000E+00,-3.088453E-01, 2.997288E+02, 0.000000E+00
2024-07-05 14:45:00,4, 3.961379E+02, 2.963565E+02, 0.000000E+00, 1.335540E+00, 3.015547E+02, 0.000000E+00
2024-07-05 15:15:00,4, 3.814378E+02, 2.967677E+02, 0.000000E+00, 1.967668E+00, 3.028326E+02, 0.000000E+00
2024-07-05 15:45:00,4, 3.982609E+02, 2.971455E+02, 0.000000E+00, 1.786235E+00, 3.042013E+02, 0.000000E+00
2024-07-05 16:15:00,4, 4.807068E+02, 2.975166E+02, 0.000000E+00, 1.408817E+00, 3.061065E+02, 0.000000E+00
2024-07-05 16:45:00,4, 4.888581E+02, 2.978826E+02, 0.000000E+00, 9.390144E-01, 3.081493E+02, 0.000000E+00
2024-07-05 17:15:00,4, 5.687982E+02, 2.982981E+02, 0.000000E+00, 2.518408E+00, 3.108062E+02, 0.000000E+00
2024-07-05 17:45:00,4, 5.642048E+02, 2.988016E+02, 0.000000E+00, 6.165232E+00, 3.133621E+02, 0.000000E+00
2024-07-05 18:15:00,4, 5.611640E+02, 2.993487E+02, 0.000000E+00, 9.575601E+00, 3.151251E+02, 0.000000E+00
2024-07-05 18:45:00,4, 5.425645E+02, 2.997836E+02, 0.000000E+00, 1.038993E+01, 3.155791E+02, 0.000000E+00
2024-07-05 19:15:00,4, 6.490780E+02, 3.001435E+02, 0.000000E+00, 1.116934E+01, 3.169117E+02, 0.000000E+00
2024-07-05 19:45:00,4, 6.098544E+02, 3.005131E+02, 0.000000E+00, 1.271128E+01, 3.181994E+02, 0.000000E+00
2024-07-05 20:15:00,4, 4.666407E+02, 3.007200E+02, 0.000000E+00, 1.704896E+01, 3.180759E+02, 0.000000E+00
2024-07-05 20:45:00,4, 4.232227E+02, 3.008050E+02, 0.000000E+00, 1.411680E+01, 3.172811E+02, 0.000000E+00
2024-07-05 21:15:00,4, 3.839009E+02, 3.008649E+02, 0.000000E+00, 1.069395E+01, 3.164148E+02, 0.000000E+00
2024-07-05 21:45:00,4, 3.313344E+02, 3.008704E+02, 0.000000E+00, 8.396164E+00, 3.154268E+02, 0.000000E+00
2024-07-05 22:15:00,4, 2.362634E+02, 3.006313E+02, 0.000000E+00, 2.725008E+00, 3.139025E+02, 0.000000E+00
2024-07-05 22:45:00,4, 1.873422E+02, 3.001393E+02, 0.000000E+00,-4.717482E+00, 3.124823E+02, 0.000000E+00
2024-07-05 23:15:00,4, 7.946260E+01, 2.997099E+02, 0.000000E+00,-3.794429E+00, 3.105619E+02, 0.000000E+00
2024-07-05 23:45:00,4, 5.089182E+01, 2.993609E+02, 0.000000E+00,-1.956878E-01, 3.090102E+02, 0.000000E+00
2024-07-05 00:15:00,5, 1.765397E+01, 2.892424E+02, 0.000000E+00,-3.012853E+01, 2.888194E+02, 0.000000E+00
2024-07-05 00:45:00,5, 0.000000E+00, 2.903230E+02, 0.000000E+00,-2.702391E+01, 2.890743E+02, 0.000000E+00
2024-07-05 01:15:00,5, 0.000000E+00, 2.912492E+02, 0.000000E+00,-2.417136E+01, 2.892347E+02, 0.000000E+00
2024-07-05 01:45:00,5, 0.000000E+00, 2.920256E+02, 0.000000E+00,-2.155301E+01, 2.893713E+02, 0.000000E+00
2024-07-05 02:15:00,5, 0.000000E+00, 2.926747E+02, 0.000000E+00,-1.914407E+01, 2.894906E+02, 0.000000E+00
2024-07-05 02:45:00,5, 0.000000E+00, 2.932174E+02, 0.000000E+00,-1.693222E+01, 2.895953E+02, 0.000000E+00
2024-07-05 03:15:00,5, 0.000000E+00, 2.936621E+02, 0.000000E+00,-1.494457E+01, 2.896894E+02, 0.000000E+00
2024-07-05 03:45:00,5, 0.000000E+00, 2.940183E+02, 0.000000E+00,-1.317447E+01, 2.897752E+02, 0.000000E+00
2024-07-05 04:15:00,5, 0.000000E+00, 2.942950E+02, 0.000000E+00,-1.149662E+01, 2.898502E+02, 0.000000E+00
